clean_text,label,airline_sentiment,tweet_created,airline,retweet_count
awful customer service,0,negative,2015-02-23 01:09:16+00:00,American,1
everything good now brothaaaaaa,2,positive,2015-02-23 01:09:08+00:00,American,0
pulling away gate departure time then leaving tarmac claiming power issues magically repaired,0,negative,2015-02-23 01:09:00+00:00,American,1
wheels exact sending,1,neutral,2015-02-23 01:08:06+00:00,American,0
translation don reinvest mammoth profits into customer service experience cause don care,0,negative,2015-02-23 01:07:45+00:00,American,1
omg answer phone hold hours cancelled flighted flights suck,0,negative,2015-02-23 01:07:33+00:00,American,0
through quit nonsense lies colossal infringement longer away,0,negative,2015-02-23 01:07:23+00:00,American,0
looks like about going finally,0,negative,2015-02-23 01:06:55+00:00,American,0
couldn care less why customer service run bots,0,negative,2015-02-23 01:06:18+00:00,American,0
pls tell person phone asap,0,negative,2015-02-23 01:05:34+00:00,American,0
cancelled flighted flight tomorrow morning number nothing please want home,0,negative,2015-02-23 01:05:19+00:00,American,0
wont allow calls husband ticket looks like seats taken cant even call,1,neutral,2015-02-23 01:05:18+00:00,American,0
yes home tomorrow please,0,negative,2015-02-23 01:05:01+00:00,American,0
unfriendly unhelpful agents unannounced gate changes delayed flight found out about word mouth,0,negative,2015-02-23 01:04:37+00:00,American,0
flight still sitting dfw waiting baggage loaded,0,negative,2015-02-23 01:04:34+00:00,American,0
tried several times select seats only ones ever available cost extra per seat,0,negative,2015-02-23 01:04:17+00:00,American,0
need miracle please help flight out fingerscrossed pleasegod missmykids,0,negative,2015-02-23 01:03:59+00:00,American,0
aex still going,1,neutral,2015-02-23 01:03:40+00:00,American,0
want stay overnight airport since morning,0,negative,2015-02-23 01:03:12+00:00,American,0
finally about take off thanks customer service reps ctl any idea caused system failure,0,negative,2015-02-23 01:03:04+00:00,American,0
trying rebook flight because cancelled flightlation nightmare hung once help rebook,0,negative,2015-02-23 01:03:01+00:00,American,0
tried getting help agents phone twitter one american airlines help,0,negative,2015-02-23 01:02:35+00:00,American,0
close down,0,negative,2015-02-23 01:01:41+00:00,American,0
coming next catching home dca let another great leg too tonight,2,positive,2015-02-23 01:01:35+00:00,American,0
appreciate apology sincerely thank really ever wanted begin,2,positive,2015-02-23 00:59:52+00:00,American,0
good job overselling flight delayed minutes deplane overflow passengers bags,0,negative,2015-02-23 00:58:11+00:00,American,0
line waiting minutes again,0,negative,2015-02-23 00:57:59+00:00,American,0
know nothing about customer service make sure everyone knows,0,negative,2015-02-23 00:57:11+00:00,American,1
understand flight cancelled flightation being able through change flight hrs acceptable,0,negative,2015-02-23 00:56:54+00:00,American,1
now pay hotel car ride miss classes pay miss work tell talk someone,0,negative,2015-02-23 00:56:46+00:00,American,1
kept hanging made miss second flight,0,negative,2015-02-23 00:56:04+00:00,American,0
yeah helping having bag shipped correct city first time probably helped,0,negative,2015-02-23 00:55:55+00:00,American,0
times one helpful missing work school manager rem mia told didn want talk,0,negative,2015-02-23 00:55:44+00:00,American,0
flight cancelled flightled mess ensued please thank awesome marcos concierge key gru sorting out,0,negative,2015-02-23 00:55:22+00:00,American,0
haven rebooked called left number callback haven heard anything flight tomorrow,0,negative,2015-02-23 00:54:58+00:00,American,0
enough push crews jfk delay counting,0,negative,2015-02-23 00:54:55+00:00,American,0
cannot believe long flight phi taking know airways own really like home,0,negative,2015-02-23 00:54:43+00:00,American,0
hopefully guys willing cover lovely car rental living charges love being two extra days,0,negative,2015-02-23 00:54:22+00:00,American,0
same yesterday cancelled flighted flight customer support awful,0,negative,2015-02-23 00:54:11+00:00,American,0
big surprise flight delayed hopefully hours like flight thanks again sleepless night,0,negative,2015-02-23 00:53:37+00:00,American,0
really even worthy response beginning social media alert world useles,0,negative,2015-02-23 00:53:16+00:00,American,0
friends sis flight dfw mke cancelled flighted due weather any way help options,0,negative,2015-02-23 00:51:01+00:00,American,0
something crew current leg request gate team next leg,0,negative,2015-02-23 00:50:57+00:00,American,0
option even getting call back,0,negative,2015-02-23 00:50:35+00:00,American,0
tomorrows flight cancelled flighted understand three hour wait call back now minutes hold cool,0,negative,2015-02-23 00:50:22+00:00,American,0
flights cancelled flighted tomorrow means stranded airport night wow,0,negative,2015-02-23 00:50:07+00:00,American,0
hard catering ready,0,negative,2015-02-23 00:49:49+00:00,American,0
why iphone app any sort notifications option,0,negative,2015-02-23 00:49:02+00:00,American,0
unbelievable unacceptable flight jfk everyone gate upset most day,0,negative,2015-02-23 00:49:01+00:00,American,0
made flight then still update emails landed info ever sent second flight losing biz,0,negative,2015-02-23 00:48:29+00:00,American,0
flight dfw still passengers sitting plane waiting luggage loaded still waiting,0,negative,2015-02-23 00:48:12+00:00,American,0
still flight ive allll day now boarding because waiting catering,0,negative,2015-02-23 00:47:03+00:00,American,0
husband year old son stuck overnight thanks crew members arguing over who boarding flight,0,negative,2015-02-23 00:46:51+00:00,American,0
guys work then never fly guys again,0,negative,2015-02-23 00:46:51+00:00,American,0
versus customer service who win convenience trip cali,2,positive,2015-02-23 00:46:46+00:00,American,0
agents refuse help too busy need call advantage one willing help apparently being exec plat means zero,0,negative,2015-02-23 00:46:36+00:00,American,0
fight cancelled flighted help rebook flight call center too busy answer calls even put hold yuck,0,negative,2015-02-23 00:46:26+00:00,American,0
contacting refund provide phone number,1,neutral,2015-02-23 00:45:51+00:00,American,0
only through tried over hrs call,0,negative,2015-02-23 00:45:50+00:00,American,0
ridiculous really terrible customer service lack urgency convinced,0,negative,2015-02-23 00:45:39+00:00,American,0
course wasn intention issue lies lack response contact directly sat hold mins,0,negative,2015-02-23 00:45:19+00:00,American,0
waiting airport since wait until tomorrow cannot any sort help,0,negative,2015-02-23 00:45:05+00:00,American,0
pathetic gate agents lie face fault,0,negative,2015-02-23 00:45:02+00:00,American,0
trying check flight line working agents too busy take call,0,negative,2015-02-23 00:44:13+00:00,American,0
yep moved showed flying standby,1,neutral,2015-02-23 00:43:55+00:00,American,0
understand weather nice hear apology phone moved flight inconvenient day,0,negative,2015-02-23 00:43:18+00:00,American,0
baggage lost flight cancelled flightled accommodations even another airline least one free hotel,0,negative,2015-02-23 00:43:09+00:00,American,0
into dallas any chance catching boston need run gate,1,neutral,2015-02-23 00:41:46+00:00,American,0
need hail mary dallas joplin jln next hours willing fly other airports drive,0,negative,2015-02-23 00:41:42+00:00,American,0
hold about half hours now thanks cancelled flighting flight notifying,0,negative,2015-02-23 00:41:23+00:00,American,0
rude gate agent ord lga now seems temper made check bag fit inside sizer,0,negative,2015-02-23 00:41:02+00:00,American,0
off work weeklycommuteonaa,1,neutral,2015-02-23 00:41:02+00:00,American,0
put sour taste customer vacation joke watching those care thanks choosing videos,0,negative,2015-02-23 00:39:50+00:00,American,0
expecting flights out dfw cancelled flightled tomorrow afternoon,1,neutral,2015-02-23 00:39:29+00:00,American,0
help stuck than hours need home flight saveus,0,negative,2015-02-23 00:38:54+00:00,American,0
lets line call back over hours hope ticket left flight want still late flightr,0,negative,2015-02-23 00:38:32+00:00,American,0
flight lax las closes too early gate agents give hassles patheticcx,0,negative,2015-02-23 00:38:27+00:00,American,0
honestly shock process service compares other airline experiences really sure say,0,negative,2015-02-23 00:37:30+00:00,American,0
again plane ready going find crew run out time again like last night shortstaffed,0,negative,2015-02-23 00:36:53+00:00,American,1
flight dfw still passengers sitting plane waiting luggage loaded,0,negative,2015-02-23 00:35:56+00:00,American,0
mail adress send ceo doug parker letter hopefully reads,1,neutral,2015-02-23 00:35:53+00:00,American,0
why customer service line say experiencing high call volume then spontaneously hangup person,0,negative,2015-02-23 00:35:29+00:00,American,0
well over hours now still one picked try paying overtime bring people,0,negative,2015-02-23 00:35:22+00:00,American,0
best way check any delays cancelled flightlations flight out dfw tuesday,1,neutral,2015-02-23 00:33:35+00:00,American,0
big ups newark airport staff dean treated lovely while town,2,positive,2015-02-23 00:33:23+00:00,American,0
pleaseeee find suitcase want deoderant clean shirt work tomorrow,0,negative,2015-02-23 00:31:55+00:00,American,0
hey think left wallet back please,1,neutral,2015-02-23 00:29:51+00:00,American,0
thanks great night team,2,positive,2015-02-23 00:29:04+00:00,American,0
please give travel agent support phone number cant find website thanks,1,neutral,2015-02-23 00:28:57+00:00,American,0
any idea flight,0,negative,2015-02-23 00:28:33+00:00,American,0
maint delay left stuck den flight plane hrs stop flying broke french planes,0,negative,2015-02-23 00:28:27+00:00,American,0
sucks teco teco reclameaqui tripadvisor,0,negative,2015-02-23 00:27:27+00:00,American,0
cincy luggage still tonight stranded dallas days clothes yousuck,0,negative,2015-02-23 00:26:45+00:00,American,0
hangs agents ground useless don seat first class ticket booked weeks ago,0,negative,2015-02-23 00:26:05+00:00,American,0
ive literally holding than hours now told hrs sabotaging any chance getting home,0,negative,2015-02-23 00:25:51+00:00,American,0
still guys worst,0,negative,2015-02-23 00:25:20+00:00,American,0
hours airport,0,negative,2015-02-23 00:25:19+00:00,American,0
don understand why zero flt info email wait time lines much advan mem,0,negative,2015-02-23 00:25:14+00:00,American,0
why late flight matter why flight cancelled flighted morning yyz since,0,negative,2015-02-23 00:24:43+00:00,American,0
plane breaks unloads passengers told enter only come back off flight cancelled flightled missed wedding badbusiness,0,negative,2015-02-23 00:23:32+00:00,American,0
upset hometown airline stuck den flt cancelled flightled others new flt info,0,negative,2015-02-23 00:22:14+00:00,American,0
absolutely worse cust svc ever experienced yrs flying supvrs iah extremely rude poorservice travel,0,negative,2015-02-23 00:18:49+00:00,American,0
kid upset staff upset one accused stealing fruit mistreatment due airline policy austic child,0,negative,2015-02-23 00:18:36+00:00,American,0
trying through someone about cancelled flightled flight tomorrow over hours,0,negative,2015-02-23 00:18:29+00:00,American,0
trip cut hrs short due flight change massive layovers peanuts crackers asked received about,0,negative,2015-02-23 00:17:49+00:00,American,0
flight cancelled flightled website says call phone number phone says check online supposed some help,0,negative,2015-02-23 00:15:51+00:00,American,0
yes spent whole day talking agents someone finally offered let stay hotel,0,negative,2015-02-23 00:15:51+00:00,American,0
flight jfk ege cxld after runway hour flight moved won give luggage back nice,0,negative,2015-02-23 00:14:54+00:00,American,0
delayed two hours ord cdg one time need catch train,0,negative,2015-02-23 00:14:37+00:00,American,0
mention three hour wait agent phone,0,negative,2015-02-23 00:14:03+00:00,American,0
cancelled flighted flight now still delayed cool,0,negative,2015-02-23 00:14:01+00:00,American,0
last hours customer service horrendous flown delta,0,negative,2015-02-23 00:13:53+00:00,American,0
full flight customers sitting plane waiting baggage loaded dfw why hour delay,0,negative,2015-02-23 00:13:30+00:00,American,0
why different airport way getting different airport,0,negative,2015-02-23 00:13:07+00:00,American,0
agent said repeated explaining told understand english reply conversation over,0,negative,2015-02-23 00:12:41+00:00,American,0
long wait literally went shopping different centers lunch prepared dinner surprise winter staff better,0,negative,2015-02-23 00:12:03+00:00,American,0
over hour late flight depart ohare now luggage happy standing long line baggage svc,0,negative,2015-02-23 00:11:52+00:00,American,0
flight dfw gsp going cancelled flightled tomorrow,0,negative,2015-02-23 00:10:47+00:00,American,0
stuck plane charlotte going miss connection words staff maybe some damn pretzels,0,negative,2015-02-23 00:09:44+00:00,American,0
happen know plane repainted fly off into sunset,1,neutral,2015-02-23 00:09:43+00:00,American,0
cancelled flighted rebooked air nonstop,0,negative,2015-02-23 00:09:21+00:00,American,0
today wait violation dot passengerbillofrights,0,negative,2015-02-23 00:07:37+00:00,American,0
arrived lax ord flight luggage,0,negative,2015-02-23 00:07:29+00:00,American,0
flight airport couldn accommodate left without any info vouchers food nothing,0,negative,2015-02-23 00:06:40+00:00,American,0
flight need first flight out frm mia tpa extremely irritated airport hrs,0,negative,2015-02-23 00:05:32+00:00,American,0
many trips coming see soon,2,positive,2015-02-23 00:05:16+00:00,American,0
message pics sent,1,neutral,2015-02-23 00:04:03+00:00,American,1
flight now delayed hours waiting sitting plane baggage loaded why,0,negative,2015-02-23 00:03:31+00:00,American,0
trying book whole new flight since hours wrong website,0,negative,2015-02-23 00:01:05+00:00,American,0
considering purchased attempted use again believe fit these parameters,1,neutral,2015-02-22 23:59:59+00:00,American,0
pretty impressed flight entertainment full touch usable smooth good selection,2,positive,2015-02-22 23:59:10+00:00,American,0
now site working wtf,0,negative,2015-02-22 23:57:17+00:00,American,0
help wrong stuck florida days need learn real airlines,0,negative,2015-02-22 23:56:27+00:00,American,0
wasn disrupted cancelled flightled airport agents horrendous sharon saviour,0,negative,2015-02-22 23:56:08+00:00,American,0
great thanks keep good work,2,positive,2015-02-22 23:56:01+00:00,American,0
flight delayed talk reach anyone customer service because high call volume,0,negative,2015-02-22 23:55:10+00:00,American,0
why rtw planner spec circle pacific let even plan demo routes website,0,negative,2015-02-22 23:55:07+00:00,American,0
listening flights taking off over house kicking flight booking problems flight tomorrow iceday,0,negative,2015-02-22 23:54:07+00:00,American,0
going stuck florida days because wouldn hold connecting flight lga,0,negative,2015-02-22 23:53:51+00:00,American,0
yes soon moment gather thoughts,1,neutral,2015-02-22 23:53:39+00:00,American,0
even went ticket counter help,0,negative,2015-02-22 23:53:19+00:00,American,0
learned flight cancelled flightled through phone don see any option assistance online any suggestions,0,negative,2015-02-22 23:52:00+00:00,American,0
email about itinerary change seem anyone phone new flight time doesn work help,0,negative,2015-02-22 23:51:53+00:00,American,0
please help flight appears cancelled flight lauderdale dallas lax anything leaving mia fll thxu,1,neutral,2015-02-22 23:50:46+00:00,American,0
computer systems down leave without flight plan any eta american air,0,negative,2015-02-22 23:50:09+00:00,American,0
reflight booking problems following day unacceptable dming phone number,0,negative,2015-02-22 23:49:56+00:00,American,0
want flight hold don want new flight,0,negative,2015-02-22 23:49:05+00:00,American,0
sitting gate flight hour due sabre being down backup plan place sabre cannot fixed,0,negative,2015-02-22 23:48:22+00:00,American,0
rebooked through online app,1,neutral,2015-02-22 23:47:48+00:00,American,0
please pray gear lost stolen due incompetent employees cnn abcnews msnbc photography,0,negative,2015-02-22 23:47:38+00:00,American,0
shoutout agent duty now gate abq outstanding customer service delayed flt,2,positive,2015-02-22 23:47:19+00:00,American,1
want treat platinum two gold flyers,0,negative,2015-02-22 23:46:45+00:00,American,0
gate attendants abq awful service ashamed terrible experience start finish,0,negative,2015-02-22 23:46:07+00:00,American,0
still sitting airport flt delayed until still boarding happening info,0,negative,2015-02-22 23:46:07+00:00,American,0
gate agent only updates hours hinted abandonment horrible experience passengers,0,negative,2015-02-22 23:45:27+00:00,American,0
long day philly flt ord cancelled flighted notice message email nice platinums,0,negative,2015-02-22 23:45:04+00:00,American,0
travel tomorrow cancelled flightled then stupidly rebooked tomorrow through reservations,0,negative,2015-02-22 23:44:57+00:00,American,0
name department come under thanks,1,neutral,2015-02-22 23:44:29+00:00,American,0
cancelled flightled out two days explanation,0,negative,2015-02-22 23:43:15+00:00,American,0
helped one bit actually ended driving home due extreme disorganization lack communication,0,negative,2015-02-22 23:42:21+00:00,American,0
united needs ticket number since rebooked gave incorrect ticket number now check help,0,negative,2015-02-22 23:42:13+00:00,American,0
nothelpful call volume extremely high today apologies please continue contacting reservations assistance,0,negative,2015-02-22 23:42:11+00:00,American,0
trying call cxl reservation tomorrow due needing surgery week cannot through,0,negative,2015-02-22 23:42:01+00:00,American,0
keep dialing guys day into callback queue,0,negative,2015-02-22 23:41:39+00:00,American,0
cancelled flight previous request accept ticket number document number,1,neutral,2015-02-22 23:41:33+00:00,American,0
called said help out hands really feel like under appreciated customer,0,negative,2015-02-22 23:40:46+00:00,American,0
inches,1,neutral,2015-02-22 23:39:53+00:00,American,0
thank good suggestion checked rebooked keep checking looking other flights,2,positive,2015-02-22 23:39:51+00:00,American,0
seen horrible customer service group actually update information never fly american again,0,negative,2015-02-22 23:39:48+00:00,American,0
web site requesting refund cancelled flightled flight requires numerical document number,1,neutral,2015-02-22 23:38:04+00:00,American,0
hmm looks like looked tweet last month one able agent help thanks,2,positive,2015-02-22 23:37:54+00:00,American,0
stuck plane jfk food plane now need wait crew push back plane good job,0,negative,2015-02-22 23:37:38+00:00,American,0
one met flight lax tell passengers flights rebooked badmgmt americanairlines,0,negative,2015-02-22 23:37:25+00:00,American,0
while aggravated shouldn baggage fees disappear now gas prices dropped,0,negative,2015-02-22 23:36:30+00:00,American,0
welcome dawn love taking flying let again again week,2,positive,2015-02-22 23:36:22+00:00,American,0
never fails disappoint waiting jfk hour after scheduled take off still word departure,0,negative,2015-02-22 23:36:13+00:00,American,0
one luggage didn made onto flight hope really gets tomorrow told,0,negative,2015-02-22 23:36:05+00:00,American,0
lost wife luggage nobody gives answer say call,0,negative,2015-02-22 23:35:59+00:00,American,0
check pls,1,neutral,2015-02-22 23:35:37+00:00,American,0
why don driver service employees work bad weather like hospitals etc badmgmt americanairlines,0,negative,2015-02-22 23:35:33+00:00,American,0
fact rule makes poor customer service cancelled flight change penalty hoops,0,negative,2015-02-22 23:35:12+00:00,American,0
thank see,2,positive,2015-02-22 23:35:03+00:00,American,0
phone call email cancelled flight flight lovely,0,negative,2015-02-22 23:34:14+00:00,American,0
guy try right,1,neutral,2015-02-22 23:34:12+00:00,American,0
now put flight access lounge ord hrs now still,0,negative,2015-02-22 23:33:54+00:00,American,0
flight iad lax sat than hrs because ground crew couldn drive snow badmgmt americanairlines,0,negative,2015-02-22 23:33:51+00:00,American,0
haha boarding pass boarding plane gate agent told now worries,2,positive,2015-02-22 23:32:16+00:00,American,0
cxl both flights dfw cll notice then treat like trash phone offer compensation wth,0,negative,2015-02-22 23:29:27+00:00,American,0
thankfully lounge next door really impressed oneworld partnerships,0,negative,2015-02-22 23:29:03+00:00,American,0
delayed wow,0,negative,2015-02-22 23:28:47+00:00,American,0
flt cncled cant hold csr alternate arrangement plz help,0,negative,2015-02-22 23:28:35+00:00,American,0
flight cancelled flightled rebooked united didn give accurate ticket number now check annoyed,0,negative,2015-02-22 23:27:20+00:00,American,0
guys totally losing fan years telling reps busy hanging really bad,0,negative,2015-02-22 23:27:01+00:00,American,0
mins priority bags arrive now late flight evening plans delta min bag guarantee anyone,0,negative,2015-02-22 23:24:36+00:00,American,0
sitting hour long least phone queue hoping things rebooked time least some plastic wings tears,0,negative,2015-02-22 23:23:16+00:00,American,0
always better find out equipment inop ground than air safetyfirst,0,negative,2015-02-22 23:22:57+00:00,American,0
rude hiring requirement key west airport shaking head,0,negative,2015-02-22 23:22:49+00:00,American,0
info,1,neutral,2015-02-22 23:22:42+00:00,American,0
out delayed flights suck getting worse,0,negative,2015-02-22 23:21:54+00:00,American,0
tired sitting delayed again again computer down,0,negative,2015-02-22 23:19:20+00:00,American,0
two hour wait exps sit jfk phx flight because computers down any shot lax flight,0,negative,2015-02-22 23:16:31+00:00,American,0
awesome thx,2,positive,2015-02-22 23:15:11+00:00,American,0
joke right line isn even accepting calls right now hang,0,negative,2015-02-22 23:14:47+00:00,American,0
yes rebooked incorrectly,0,negative,2015-02-22 23:13:15+00:00,American,0
fair enough least told once again lack communication delays happen tell,0,negative,2015-02-22 23:13:01+00:00,American,0
even calls haven able help anyway nevergettinghome,0,negative,2015-02-22 23:12:45+00:00,American,0
cancelled flightled one,0,negative,2015-02-22 23:10:33+00:00,American,0
lga safely thanks taking time make plane safe before flying,2,positive,2015-02-22 23:10:11+00:00,American,0
cancelled flightled flight didn notify only rebook phone through agent epic fail,0,negative,2015-02-22 23:08:42+00:00,American,0
severely upset rude rep prob stressed too let help cld btr,0,negative,2015-02-22 23:08:21+00:00,American,0
while sensitive fact don believe warrants poor service little help compassion goes long way,0,negative,2015-02-22 23:06:52+00:00,American,0
flight attendant yeseniahernandez provided excellent service among peculiar conditions throughout day,2,positive,2015-02-22 23:05:22+00:00,American,0
times those being hung other one finally sent call back notification fixyourstuff,0,negative,2015-02-22 23:03:49+00:00,American,0
complt incompetence flt lav delay pln lnded last nite internet poor svc expect,0,negative,2015-02-22 23:03:00+00:00,American,0
landed crew couldn gracious accommodating although long delay appreciate prompt response,2,positive,2015-02-22 23:02:12+00:00,American,1
why bother wasting time calling gunna nothing,0,negative,2015-02-22 23:01:57+00:00,American,2
five times last count,0,negative,2015-02-22 22:59:44+00:00,American,0
usual next flight shows time suppose leave minutes hasn boarded,0,negative,2015-02-22 22:59:34+00:00,American,0
sure rebooked now line airport trying work out earlier sfo better,0,negative,2015-02-22 22:59:26+00:00,American,0
orbitz only shown priority seats since booked paid weeks ago,0,negative,2015-02-22 22:57:12+00:00,American,0
cancelled flighted last flight into shv tonight flights tomorrow feb out shv multiple flight into shv,0,negative,2015-02-22 22:57:00+00:00,American,0
look good pita inedible last year delicious shrimp cocktail year garbage,0,negative,2015-02-22 22:56:33+00:00,American,0
ever complete ever through customer service theydontanswer,0,negative,2015-02-22 22:56:30+00:00,American,2
tickets offices boston impossible book phone use vouchers website headache please help,0,negative,2015-02-22 22:56:24+00:00,American,0
sure means son certainly operational needs seats during flt next friday yet,0,negative,2015-02-22 22:56:13+00:00,American,0
flights time late flightly though,2,positive,2015-02-22 22:56:05+00:00,American,0
any updates shouldn take hours assistance love,0,negative,2015-02-22 22:55:42+00:00,American,0
flown many years without complaint start listening customers went first worst,0,negative,2015-02-22 22:55:25+00:00,American,0
cancelled flightled flights maintenance customer service desk empty hotel least,0,negative,2015-02-22 22:55:23+00:00,American,1
served rubber pasta covered sauce tastes like plastic any food human consumption anymore,0,negative,2015-02-22 22:54:44+00:00,American,0
why exp members wait over hours speak operator surely mistake,0,negative,2015-02-22 22:54:38+00:00,American,0
cancelled flightled flight tomorrow tell call reservations then refuse take call cool hateful,0,negative,2015-02-22 22:54:37+00:00,American,0
worries called back hrs late flightr while asleep took additional fee standards everything,0,negative,2015-02-22 22:54:18+00:00,American,0
cant spell airline trusted home time safe worst gobankrupt,0,negative,2015-02-22 22:53:18+00:00,American,0
confirm deny left jfk want figure out delays store internet giving different info,0,negative,2015-02-22 22:52:40+00:00,American,0
ticket offices boston impossible book phone use voucher website headache please help,0,negative,2015-02-22 22:52:00+00:00,American,0
changed own flight tonight why couldn behalf instead flight tomorrow poor effort around,0,negative,2015-02-22 22:51:31+00:00,American,0
seeing sunset john usvi philly,1,neutral,2015-02-22 22:50:13+00:00,American,0
only refund apology deplorable service,0,negative,2015-02-22 22:50:04+00:00,American,0
third lost bag after mins being hold told eventually bag completely unacceptable,0,negative,2015-02-22 22:49:35+00:00,American,0
second sat tarmac hrs only told mins,0,negative,2015-02-22 22:48:27+00:00,American,0
direct miami seat rebooked niece tuesday through phones customerservicefail,0,negative,2015-02-22 22:46:24+00:00,American,0
such confusing web site complicated ordering process why typically fly,0,negative,2015-02-22 22:46:02+00:00,American,0
first sister zero food cross country flight type warning voucher,0,negative,2015-02-22 22:45:35+00:00,American,0
need change ticket res changed online call through due high volume help,0,negative,2015-02-22 22:43:10+00:00,American,0
rented van drove miles strangers arrived home offers help,0,negative,2015-02-22 22:42:55+00:00,American,0
ticket poor gesture goodwill missed trip top status flyer next time lhr ord,0,negative,2015-02-22 22:42:30+00:00,American,0
guys teach poor customer service part american dream,0,negative,2015-02-22 22:40:34+00:00,American,1
dtw lag flight cancelled flightled notice given voucher dirty hotel food vouchers apology,0,negative,2015-02-22 22:40:21+00:00,American,0
like thank customer service team response cancelled flightled flight offering cont,2,positive,2015-02-22 22:40:18+00:00,American,0
one answers phone delayed cancelled flightled flights rude employees only sorry apologize blah blah blah bad,0,negative,2015-02-22 22:40:12+00:00,American,0
reservation line won let speak representative because too busy literally disconnect why bother,0,negative,2015-02-22 22:39:10+00:00,American,0
yes called number skype well worth recommend others same,2,positive,2015-02-22 22:38:02+00:00,American,0
trying call book reward ticket one world partners automated system wont let talk any great job,0,negative,2015-02-22 22:37:43+00:00,American,0
waiting flight jfk about newyork viracopos americanairlines,0,negative,2015-02-22 22:37:03+00:00,American,0
please please american call rebook ticket,0,negative,2015-02-22 22:36:26+00:00,American,0
trying canx flight resched since noon call backs call disconnects soon answer,0,negative,2015-02-22 22:36:24+00:00,American,0
most horrendous service ever off two planes phil hrs now captain flight info print wtf,0,negative,2015-02-22 22:36:04+00:00,American,0
suck worst airline ever never flying again stuck hours one helping fuckoff,0,negative,2015-02-22 22:35:56+00:00,American,0
hold hours seconds rude agent,0,negative,2015-02-22 22:34:48+00:00,American,0
dear american hour hold times become industry standard heard additional staffing during weather,0,negative,2015-02-22 22:33:57+00:00,American,0
best agent put flight arriving tomorrow afternoon six hour layover,0,negative,2015-02-22 22:31:42+00:00,American,0
unacceptable allow wait hold take number call themselves,0,negative,2015-02-22 22:31:06+00:00,American,0
rdu customer service awesome thanks give bonuses,2,positive,2015-02-22 22:30:42+00:00,American,0
let crew member know every time happens most time,0,negative,2015-02-22 22:30:07+00:00,American,0
kidding one answering calls reserv line due high call volume even option wait brutal,0,negative,2015-02-22 22:29:05+00:00,American,0
lga nashville cancelled flightled phone center help fabulous staff gate helped young men handled crowd well,0,negative,2015-02-22 22:28:45+00:00,American,0
man sitting tarmac mins rescue please,0,negative,2015-02-22 22:28:09+00:00,American,0
next friday take lga sat morning take bags lga final dest,1,neutral,2015-02-22 22:26:30+00:00,American,0
message delayed responded,1,neutral,2015-02-22 22:25:10+00:00,American,0
please fix inventory system plat upgraded then bumped down after boarding said made mistake,0,negative,2015-02-22 22:24:44+00:00,American,0
flying competitor today starts ends never make mistake again americanforlife,2,positive,2015-02-22 22:24:43+00:00,American,0
always enjoy time now plane dfw,2,positive,2015-02-22 22:22:47+00:00,American,0
late flight phoenix gave ticks away arrived chicago held bags hostage chicago rented van drove toledo drive,0,negative,2015-02-22 22:22:00+00:00,American,0
need assistance frustrated reach reservations phone trying book online fare longer avail msg,0,negative,2015-02-22 22:19:59+00:00,American,0
want speak human being obscene request,0,negative,2015-02-22 22:19:38+00:00,American,0
flight tomorrow idea rescheduled fix online talk agent yet one answers,0,negative,2015-02-22 22:18:49+00:00,American,0
kidding don think done called dozens times tells call back hangs,0,negative,2015-02-22 22:18:20+00:00,American,0
expect response fiscal year calendar year never,0,negative,2015-02-22 22:18:12+00:00,American,0
still waiting bags flight yesterday first class passenger happy service,0,negative,2015-02-22 22:17:16+00:00,American,0
time awesome flight great job american,2,positive,2015-02-22 22:16:54+00:00,American,0
response email yet customer service,0,negative,2015-02-22 22:16:53+00:00,American,0
understand waiting hours callback exec plat line call dropped agent least try again,0,negative,2015-02-22 22:16:47+00:00,American,0
refused unload luggage stuck below freezing weather cold weather clothes,0,negative,2015-02-22 22:16:36+00:00,American,0
asked looking change flight booking problems help,0,negative,2015-02-22 22:15:43+00:00,American,0
service horrible straight answer ground agents,0,negative,2015-02-22 22:15:29+00:00,American,0
why flight miami dallas monday rescheduled tuesday,0,negative,2015-02-22 22:14:51+00:00,American,0
yes service guc sucks gate agent pushed passenger rude everyone since,0,negative,2015-02-22 22:14:43+00:00,American,0
den dfw don want ticketed new flight refunded cancelled flighted flight,0,negative,2015-02-22 22:14:18+00:00,American,0
after days bags amazing way neglect customers,0,negative,2015-02-22 22:14:05+00:00,American,0
worst airline ever stranded hours because hour delay flight last night,0,negative,2015-02-22 22:12:48+00:00,American,0
email address send issue guys screwed rebooked flight wrong day please help,0,negative,2015-02-22 22:12:32+00:00,American,0
issue requires bit than tweet explain email,1,neutral,2015-02-22 22:11:59+00:00,American,0
pls help seriously beyond ridiculous,0,negative,2015-02-22 22:11:48+00:00,American,0
please call back rebook need back columbus please help,0,negative,2015-02-22 22:11:27+00:00,American,0
rebooked tomorrow morning never sure see before tomorrow morning,0,negative,2015-02-22 22:11:23+00:00,American,0
still waiting call back attempt hour put hold online tix within seven day window,0,negative,2015-02-22 22:11:13+00:00,American,0
seats gvn away strangers chicago rented van drove toledo help offer hotel,0,negative,2015-02-22 22:11:10+00:00,American,0
gold elite loyalty customer count hometown preferred airline right bummed,0,negative,2015-02-22 22:11:09+00:00,American,0
please call back rebook through need columbus,0,negative,2015-02-22 22:10:13+00:00,American,0
flight dca need change asap help through,0,negative,2015-02-22 22:10:06+00:00,American,0
